DPNOM;DPMP;Población;clave_union
Antioquia;Medellín;2634570;Antioquia_Medellín
Antioquia;Abejorral;21622;Antioquia_Abejorral
Antioquia;Abriaquí;2872;Antioquia_Abriaquí
Antioquia;Alejandría;4989;Antioquia_Alejandría
Antioquia;Amagá;32628;Antioquia_Amagá
Antioquia;Amalfi;28059;Antioquia_Amalfi
Antioquia;Andes;46485;Antioquia_Andes
Antioquia;Angelópolis;6183;Antioquia_Angelópolis
Antioquia;Angostura;12190;Antioquia_Angostura
Antioquia;Anorí;19812;Antioquia_Anorí
Antioquia;Santafé de Antioquia;28246;Antioquia_Santafé de Antioquia
Antioquia;Anzá;7537;Antioquia_Anzá
Antioquia;Apartadó;132328;Antioquia_Apartadó
Antioquia;Arboletes;32478;Antioquia_Arboletes
Antioquia;Argelia;8075;Antioquia_Argelia
Antioquia;Armenia;5450;Antioquia_Armenia
Antioquia;Barbosa;56505;Antioquia_Barbosa
Antioquia;Belmira;6436;Antioquia_Belmira
Antioquia;Bello;570329;Antioquia_Bello
Antioquia;Betania;10985;Antioquia_Betania
Antioquia;Betulia;16722;Antioquia_Betulia
Antioquia;Ciudad Bolívar;27884;Antioquia_Ciudad Bolívar
Antioquia;Briceño;8599;Antioquia_Briceño
Antioquia;Buriticá;10105;Antioquia_Buriticá
Antioquia;Cáceres;31368;Antioquia_Cáceres
Antioquia;Caicedo;8938;Antioquia_Caicedo
Antioquia;Caldas;86667;Antioquia_Caldas
Antioquia;Campamento;9839;Antioquia_Campamento
Antioquia;Cañasgordas;16487;Antioquia_Cañasgordas
Antioquia;Caracolí;4850;Antioquia_Caracolí
Antioquia;Caramanta;4973;Antioquia_Caramanta
Antioquia;Carepa;52540;Antioquia_Carepa
Antioquia;El Carmen de Viboral;64717;Antioquia_El Carmen de Viboral
Antioquia;Carolina;4242;Antioquia_Carolina
Antioquia;Caucasia;98488;Antioquia_Caucasia
Antioquia;Chigorodó;62675;Antioquia_Chigorodó
Antioquia;Cisneros;10495;Antioquia_Cisneros
Antioquia;Cocorná;16686;Antioquia_Cocorná
Antioquia;Concepción;5093;Antioquia_Concepción
Antioquia;Concordia;22905;Antioquia_Concordia
Antioquia;Copacabana;84787;Antioquia_Copacabana
Antioquia;Dabeiba;24765;Antioquia_Dabeiba
Antioquia;Donmatías;20498;Antioquia_Donmatías
Antioquia;Ebéjico;12914;Antioquia_Ebéjico
Antioquia;El Bagre;56681;Antioquia_El Bagre
Antioquia;Entrerríos;12158;Antioquia_Entrerríos
Antioquia;Envigado;250012;Antioquia_Envigado
Antioquia;Fredonia;26163;Antioquia_Fredonia
Antioquia;Frontino;22049;Antioquia_Frontino
Antioquia;Giraldo;5988;Antioquia_Giraldo
Antioquia;Girardota;56312;Antioquia_Girardota
Antioquia;Gómez Plata;10464;Antioquia_Gómez Plata
Antioquia;Granada;10855;Antioquia_Granada
Antioquia;Guadalupe;7015;Antioquia_Guadalupe
Antioquia;Guarne;60148;Antioquia_Guarne
Antioquia;Guatapé;9072;Antioquia_Guatapé
Antioquia;Heliconia;5754;Antioquia_Heliconia
Antioquia;Hispania;5876;Antioquia_Hispania
Antioquia;Itagüí;301428;Antioquia_Itagüí
Antioquia;Ituango;29074;Antioquia_Ituango
Antioquia;Jardín;15637;Antioquia_Jardín
Antioquia;Jericó;14576;Antioquia_Jericó
Antioquia;La Ceja;70868;Antioquia_La Ceja
Antioquia;La Estrella;78143;Antioquia_La Estrella
Antioquia;La Pintada;8689;Antioquia_La Pintada
Antioquia;La Unión;23240;Antioquia_La Unión
Antioquia;Liborina;10709;Antioquia_Liborina
Antioquia;Maceo;8785;Antioquia_Maceo
Antioquia;Marinilla;70392;Antioquia_Marinilla
Antioquia;Montebello;7062;Antioquia_Montebello
Antioquia;Murindó;5332;Antioquia_Murindó
Antioquia;Mutatá;15148;Antioquia_Mutatá
Antioquia;Nariño;10889;Antioquia_Nariño
Antioquia;Necoclí;45834;Antioquia_Necoclí
Antioquia;Nechí;28100;Antioquia_Nechí
Antioquia;Olaya;3350;Antioquia_Olaya
Antioquia;Peñol;22736;Antioquia_Peñol
Antioquia;Peque;8717;Antioquia_Peque
Antioquia;Pueblorrico;9280;Antioquia_Pueblorrico
Antioquia;Puerto Berrío;42468;Antioquia_Puerto Berrío
Antioquia;Puerto Nare;15350;Antioquia_Puerto Nare
Antioquia;Puerto Triunfo;19688;Antioquia_Puerto Triunfo
Antioquia;Remedios;30723;Antioquia_Remedios
Antioquia;Retiro;25589;Antioquia_Retiro
Antioquia;Rionegro;147907;Antioquia_Rionegro
Antioquia;Sabanalarga;9731;Antioquia_Sabanalarga
Antioquia;Sabaneta;90253;Antioquia_Sabaneta
Antioquia;Salgar;19448;Antioquia_Salgar
Antioquia;San Andrés de Cuerquía;7697;Antioquia_San Andrés de Cuerquía
Antioquia;San Carlos;17103;Antioquia_San Carlos
Antioquia;San Francisco;6048;Antioquia_San Francisco
Antioquia;San Jerónimo;16609;Antioquia_San Jerónimo
Antioquia;San José de La Montaña;3941;Antioquia_San José de La Montaña
Antioquia;San Juan de Urabá;21853;Antioquia_San Juan de Urabá
Antioquia;San Luis;13893;Antioquia_San Luis
Antioquia;San Pedro de Los Milagros;23751;Antioquia_San Pedro de Los Milagros
Antioquia;San Pedro de Urabá;33393;Antioquia_San Pedro de Urabá
Antioquia;San Rafael;16753;Antioquia_San Rafael
Antioquia;San Roque;23105;Antioquia_San Roque
Antioquia;San Vicente;23714;Antioquia_San Vicente
Antioquia;Santa Bárbara;28051;Antioquia_Santa Bárbara
Antioquia;Santa Rosa de Osos;39340;Antioquia_Santa Rosa de Osos
Antioquia;Santo Domingo;13163;Antioquia_Santo Domingo
Antioquia;El Santuario;38386;Antioquia_El Santuario
Antioquia;Segovia;41222;Antioquia_Segovia
Antioquia;Sonsón;38784;Antioquia_Sonsón
Antioquia;Sopetrán;16200;Antioquia_Sopetrán
Antioquia;Támesis;17270;Antioquia_Támesis
Antioquia;Tarazá;29306;Antioquia_Tarazá
Antioquia;Tarso;6593;Antioquia_Tarso
Antioquia;Titiribí;11457;Antioquia_Titiribí
Antioquia;Toledo;5296;Antioquia_Toledo
Antioquia;Turbo;135464;Antioquia_Turbo
Antioquia;Uramita;7329;Antioquia_Uramita
Antioquia;Urrao;32366;Antioquia_Urrao
Antioquia;Valdivia;14823;Antioquia_Valdivia
Antioquia;Valparaíso;6966;Antioquia_Valparaíso
Antioquia;Vegachí;12644;Antioquia_Vegachí
Antioquia;Venecia;12407;Antioquia_Venecia
Antioquia;Vigía del Fuerte;9827;Antioquia_Vigía del Fuerte
Antioquia;Yalí;8152;Antioquia_Yalí
Antioquia;Yarumal;44770;Antioquia_Yarumal
Antioquia;Yolombó;24178;Antioquia_Yolombó
Antioquia;Yondó;20870;Antioquia_Yondó
Antioquia;Zaragoza;26392;Antioquia_Zaragoza
Atlántico;Barranquilla;1342818;Atlántico_Barranquilla
Atlántico;Baranoa;70200;Atlántico_Baranoa
Atlántico;Campo de La Cruz;25218;Atlántico_Campo de La Cruz
Atlántico;Candelaria;17839;Atlántico_Candelaria
Atlántico;Galapa;69022;Atlántico_Galapa
Atlántico;Juan de Acosta;23730;Atlántico_Juan de Acosta
Atlántico;Luruaco;31388;Atlántico_Luruaco
Atlántico;Malambo;144883;Atlántico_Malambo
Atlántico;Manatí;22014;Atlántico_Manatí
Atlántico;Palmar de Varela;32573;Atlántico_Palmar de Varela
Atlántico;Piojó;7374;Atlántico_Piojó
Atlántico;Polonuevo;20317;Atlántico_Polonuevo
Atlántico;Ponedera;26872;Atlántico_Ponedera
Atlántico;Puerto Colombia;55835;Atlántico_Puerto Colombia
Atlántico;Repelón;29193;Atlántico_Repelón
Atlántico;Sabanagrande;36547;Atlántico_Sabanagrande
Atlántico;Sabanalarga;104983;Atlántico_Sabanalarga
Atlántico;Santa Lucía;18054;Atlántico_Santa Lucía
Atlántico;Santo Tomás;33555;Atlántico_Santo Tomás
Atlántico;Soledad;686339;Atlántico_Soledad
Atlántico;Suan;13274;Atlántico_Suan
Atlántico;Tubará;19362;Atlántico_Tubará
Atlántico;Usiacurí;13779;Atlántico_Usiacurí
Bogotá, D.C.;Bogotá, D.C.;7937898;Bogotá, D.C._Bogotá DC
Bolívar;Cartagena de Indias;1065881;Bolívar_Cartagena de Indias
Bolívar;Achí;27510;Bolívar_Achí
Bolívar;Altos del Rosario;12279;Bolívar_Altos del Rosario
Bolívar;Arenal;8051;Bolívar_Arenal
Bolívar;Arjona;76455;Bolívar_Arjona
Bolívar;Arroyohondo;8872;Bolívar_Arroyohondo
Bolívar;Barranco de Loba;16421;Bolívar_Barranco de Loba
Bolívar;Calamar;24982;Bolívar_Calamar
Bolívar;Cantagallo;9148;Bolívar_Cantagallo
Bolívar;Cicuco;14845;Bolívar_Cicuco
Bolívar;Córdoba;17685;Bolívar_Córdoba
Bolívar;Clemencia;16365;Bolívar_Clemencia
Bolívar;El Carmen de Bolívar;77061;Bolívar_El Carmen de Bolívar
Bolívar;El Guamo;9549;Bolívar_El Guamo
Bolívar;El Peñón;8209;Bolívar_El Peñón
Bolívar;Hatillo de Loba;13353;Bolívar_Hatillo de Loba
Bolívar;Magangué;147190;Bolívar_Magangué
Bolívar;Mahates;30573;Bolívar_Mahates
Bolívar;Margarita;11883;Bolívar_Margarita
Bolívar;María La Baja;51264;Bolívar_María La Baja
Bolívar;Montecristo;18500;Bolívar_Montecristo
Bolívar;Mompós;49152;Bolívar_Mompós
Bolívar;Morales;24959;Bolívar_Morales
Bolívar;Norosí;10957;Bolívar_Norosí
Bolívar;Pinillos;26866;Bolívar_Pinillos
Bolívar;Regidor;7634;Bolívar_Regidor
Bolívar;Río Viejo;11617;Bolívar_Río Viejo
Bolívar;San Cristóbal;8798;Bolívar_San Cristóbal
Bolívar;San Estanislao;20100;Bolívar_San Estanislao
Bolívar;San Fernando;13934;Bolívar_San Fernando
Bolívar;San Jacinto;26099;Bolívar_San Jacinto
Bolívar;San Jacinto del Cauca;11175;Bolívar_San Jacinto del Cauca
Bolívar;San Juan Nepomuceno;40621;Bolívar_San Juan Nepomuceno
Bolívar;San Martín de Loba;16176;Bolívar_San Martín de Loba
Bolívar;San Pablo;29948;Bolívar_San Pablo
Bolívar;Santa Catalina;16156;Bolívar_Santa Catalina
Bolívar;Santa Rosa;23042;Bolívar_Santa Rosa
Bolívar;Santa Rosa del Sur;36335;Bolívar_Santa Rosa del Sur
Bolívar;Simití;20209;Bolívar_Simití
Bolívar;Soplaviento;11701;Bolívar_Soplaviento
Bolívar;Talaigua Nuevo;14092;Bolívar_Talaigua Nuevo
Bolívar;Tiquisio;19763;Bolívar_Tiquisio
Bolívar;Turbaco;116223;Bolívar_Turbaco
Bolívar;Turbaná;18037;Bolívar_Turbaná
Bolívar;Villanueva;26130;Bolívar_Villanueva
Bolívar;Zambrano;12970;Bolívar_Zambrano
Boyacá;Tunja;188945;Boyacá_Tunja
Boyacá;Almeida;2076;Boyacá_Almeida
Boyacá;Aquitania;16648;Boyacá_Aquitania
Boyacá;Arcabuco;6392;Boyacá_Arcabuco
Boyacá;Belén;8070;Boyacá_Belén
Boyacá;Berbeo;1703;Boyacá_Berbeo
Boyacá;Betéitiva;2083;Boyacá_Betéitiva
Boyacá;Boavita;5487;Boyacá_Boavita
Boyacá;Boyacá;5504;Boyacá_Boyacá
Boyacá;Briceño;2331;Boyacá_Briceño
Boyacá;Buenavista;4732;Boyacá_Buenavista
Boyacá;Busbanzá;1219;Boyacá_Busbanzá
Boyacá;Caldas;3361;Boyacá_Caldas
Boyacá;Campohermoso;3320;Boyacá_Campohermoso
Boyacá;Cerinza;3991;Boyacá_Cerinza
Boyacá;Chinavita;3436;Boyacá_Chinavita
Boyacá;Chiquinquirá;61289;Boyacá_Chiquinquirá
Boyacá;Chiscas;4234;Boyacá_Chiscas
Boyacá;Chita;8475;Boyacá_Chita
Boyacá;Chitaraque;6306;Boyacá_Chitaraque
Boyacá;Chivatá;3012;Boyacá_Chivatá
Boyacá;Ciénega;5007;Boyacá_Ciénega
Boyacá;Cómbita;14183;Boyacá_Cómbita
Boyacá;Coper;3881;Boyacá_Coper
Boyacá;Corrales;2698;Boyacá_Corrales
Boyacá;Covarachía;2967;Boyacá_Covarachía
Boyacá;Cubará;11392;Boyacá_Cubará
Boyacá;Cucaita;4047;Boyacá_Cucaita
Boyacá;Cuítiva;1944;Boyacá_Cuítiva
Boyacá;Chíquiza;5061;Boyacá_Chíquiza
Boyacá;Chivor;2698;Boyacá_Chivor
Boyacá;Duitama;134091;Boyacá_Duitama
Boyacá;El Cocuy;4477;Boyacá_El Cocuy
Boyacá;El Espino;3269;Boyacá_El Espino
Boyacá;Firavitoba;7261;Boyacá_Firavitoba
Boyacá;Floresta;3493;Boyacá_Floresta
Boyacá;Gachantivá;3009;Boyacá_Gachantivá
Boyacá;Gámeza;5203;Boyacá_Gámeza
Boyacá;Garagoa;19582;Boyacá_Garagoa
Boyacá;Guacamayas;1983;Boyacá_Guacamayas
Boyacá;Guateque;11631;Boyacá_Guateque
Boyacá;Guayatá;3579;Boyacá_Guayatá
Boyacá;Güicán de La Sierra;4570;Boyacá_Güicán de La Sierra
Boyacá;Iza;2125;Boyacá_Iza
Boyacá;Jenesano;7829;Boyacá_Jenesano
Boyacá;Jericó;4208;Boyacá_Jericó
Boyacá;Labranzagrande;3755;Boyacá_Labranzagrande
Boyacá;La Capilla;2882;Boyacá_La Capilla
Boyacá;La Victoria;1202;Boyacá_La Victoria
Boyacá;La Uvita;3246;Boyacá_La Uvita
Boyacá;Villa de Leyva;17787;Boyacá_Villa de Leyva
Boyacá;Macanal;5396;Boyacá_Macanal
Boyacá;Maripí;6147;Boyacá_Maripí
Boyacá;Miraflores;9575;Boyacá_Miraflores
Boyacá;Mongua;4980;Boyacá_Mongua
Boyacá;Monguí;4527;Boyacá_Monguí
Boyacá;Moniquirá;24596;Boyacá_Moniquirá
Boyacá;Motavita;6072;Boyacá_Motavita
Boyacá;Muzo;9186;Boyacá_Muzo
Boyacá;Nobsa;17500;Boyacá_Nobsa
Boyacá;Nuevo Colón;5538;Boyacá_Nuevo Colón
Boyacá;Oicatá;3085;Boyacá_Oicatá
Boyacá;Otanche;8699;Boyacá_Otanche
Boyacá;Pachavita;2637;Boyacá_Pachavita
Boyacá;Páez;3499;Boyacá_Páez
Boyacá;Paipa;36778;Boyacá_Paipa
Boyacá;Pajarito;2560;Boyacá_Pajarito
Boyacá;Panqueba;1845;Boyacá_Panqueba
Boyacá;Pauna;7689;Boyacá_Pauna
Boyacá;Paya;2812;Boyacá_Paya
Boyacá;Paz de Río;4560;Boyacá_Paz de Río
Boyacá;Pesca;7256;Boyacá_Pesca
Boyacá;Pisba;1899;Boyacá_Pisba
Boyacá;Puerto Boyacá;51143;Boyacá_Puerto Boyacá
Boyacá;Quípama;5308;Boyacá_Quípama
Boyacá;Ramiriquí;10743;Boyacá_Ramiriquí
Boyacá;Ráquira;8618;Boyacá_Ráquira
Boyacá;Rondón;2564;Boyacá_Rondón
Boyacá;Saboyá;14765;Boyacá_Saboyá
Boyacá;Sáchica;5989;Boyacá_Sáchica
Boyacá;Samacá;20038;Boyacá_Samacá
Boyacá;San Eduardo;1793;Boyacá_San Eduardo
Boyacá;San José de Pare;5380;Boyacá_San José de Pare
Boyacá;San Luis de Gaceno;5919;Boyacá_San Luis de Gaceno
Boyacá;San Mateo;3606;Boyacá_San Mateo
Boyacá;San Miguel de Sema;3228;Boyacá_San Miguel de Sema
Boyacá;San Pablo de Borbur;7166;Boyacá_San Pablo de Borbur
Boyacá;Santana;8230;Boyacá_Santana
Boyacá;Santa María;3767;Boyacá_Santa María
Boyacá;Santa Rosa de Viterbo;14257;Boyacá_Santa Rosa de Viterbo
Boyacá;Santa Sofía;3442;Boyacá_Santa Sofía
Boyacá;Sativanorte;2347;Boyacá_Sativanorte
Boyacá;Sativasur;1177;Boyacá_Sativasur
Boyacá;Siachoque;7275;Boyacá_Siachoque
Boyacá;Soatá;9597;Boyacá_Soatá
Boyacá;Socotá;7770;Boyacá_Socotá
Boyacá;Socha;8592;Boyacá_Socha
Boyacá;Sogamoso;139021;Boyacá_Sogamoso
Boyacá;Somondoco;3096;Boyacá_Somondoco
Boyacá;Sora;3292;Boyacá_Sora
Boyacá;Sotaquirá;8876;Boyacá_Sotaquirá
Boyacá;Soracá;6481;Boyacá_Soracá
Boyacá;Susacón;2882;Boyacá_Susacón
Boyacá;Sutamarchán;6648;Boyacá_Sutamarchán
Boyacá;Sutatenza;4575;Boyacá_Sutatenza
Boyacá;Tasco;6289;Boyacá_Tasco
Boyacá;Tenza;4143;Boyacá_Tenza
Boyacá;Tibaná;9781;Boyacá_Tibaná
Boyacá;Tibasosa;14184;Boyacá_Tibasosa
Boyacá;Tinjacá;3563;Boyacá_Tinjacá
Boyacá;Tipacoque;3548;Boyacá_Tipacoque
Boyacá;Toca;9540;Boyacá_Toca
Boyacá;Togüí;4659;Boyacá_Togüí
Boyacá;Tópaga;3906;Boyacá_Tópaga
Boyacá;Tota;5627;Boyacá_Tota
Boyacá;Tununguá;1645;Boyacá_Tununguá
Boyacá;Turmequé;6598;Boyacá_Turmequé
Boyacá;Tuta;9008;Boyacá_Tuta
Boyacá;Tutazá;2204;Boyacá_Tutazá
Boyacá;Úmbita;8120;Boyacá_Úmbita
Boyacá;Ventaquemada;17192;Boyacá_Ventaquemada
Boyacá;Viracachá;3024;Boyacá_Viracachá
Boyacá;Zetaquira;4996;Boyacá_Zetaquira
Caldas;Manizales;459262;Caldas_Manizales
Caldas;Aguadas;23649;Caldas_Aguadas
Caldas;Anserma;37757;Caldas_Anserma
Caldas;Aranzazu;10910;Caldas_Aranzazu
Caldas;Belalcázar;10995;Caldas_Belalcázar
Caldas;Chinchiná;53884;Caldas_Chinchiná
Caldas;Filadelfia;11779;Caldas_Filadelfia
Caldas;La Dorada;75837;Caldas_La Dorada
Caldas;La Merced;6312;Caldas_La Merced
Caldas;Manzanares;18872;Caldas_Manzanares
Caldas;Marmato;9341;Caldas_Marmato
Caldas;Marquetalia;13763;Caldas_Marquetalia
Caldas;Marulanda;2743;Caldas_Marulanda
Caldas;Neira;21755;Caldas_Neira
Caldas;Norcasia;6168;Caldas_Norcasia
Caldas;Pácora;15866;Caldas_Pácora
Caldas;Palestina;16121;Caldas_Palestina
Caldas;Pensilvania;20450;Caldas_Pensilvania
Caldas;Riosucio;54360;Caldas_Riosucio
Caldas;Risaralda;11367;Caldas_Risaralda
Caldas;Salamina;20172;Caldas_Salamina
Caldas;Samaná;21527;Caldas_Samaná
Caldas;San José;4978;Caldas_San José
Caldas;Supía;30136;Caldas_Supía
Caldas;Victoria;10571;Caldas_Victoria
Caldas;Villamaría;69415;Caldas_Villamaría
Caldas;Viterbo;13292;Caldas_Viterbo
Caquetá;Florencia;180323;Caquetá_Florencia
Caquetá;Albania;4835;Caquetá_Albania
Caquetá;Belén de Los Andaquíes;11644;Caquetá_Belén de Los Andaquíes
Caquetá;Cartagena del Chairá;33032;Caquetá_Cartagena del Chairá
Caquetá;Curillo;8150;Caquetá_Curillo
Caquetá;El Doncello;20491;Caquetá_El Doncello
Caquetá;El Paujíl;19426;Caquetá_El Paujíl
Caquetá;La Montañita;15695;Caquetá_La Montañita
Caquetá;Milán;10421;Caquetá_Milán
Caquetá;Morelia;3953;Caquetá_Morelia
Caquetá;Puerto Rico;28084;Caquetá_Puerto Rico
Caquetá;San José del Fragua;13886;Caquetá_San José del Fragua
Caquetá;San Vicente del Caguán;54932;Caquetá_San Vicente del Caguán
Caquetá;Solano;12196;Caquetá_Solano
Caquetá;Solita;6421;Caquetá_Solita
Caquetá;Valparaíso;7395;Caquetá_Valparaíso
Cauca;Popayán;346403;Cauca_Popayán
Cauca;Almaguer;19850;Cauca_Almaguer
Cauca;Argelia;28420;Cauca_Argelia
Cauca;Balboa;22863;Cauca_Balboa
Cauca;Bolívar;40107;Cauca_Bolívar
Cauca;Buenos Aires;36190;Cauca_Buenos Aires
Cauca;Cajibío;45481;Cauca_Cajibío
Cauca;Caldono;43643;Cauca_Caldono
Cauca;Caloto;31802;Cauca_Caloto
Cauca;Corinto;27394;Cauca_Corinto
Cauca;El Tambo;58323;Cauca_El Tambo
Cauca;Florencia;5572;Cauca_Florencia
Cauca;Guachené;20785;Cauca_Guachené
Cauca;Guapi;29836;Cauca_Guapi
Cauca;Inzá;31405;Cauca_Inzá
Cauca;Jambaló;19482;Cauca_Jambaló
Cauca;La Sierra;11518;Cauca_La Sierra
Cauca;La Vega;26557;Cauca_La Vega
Cauca;López de Micay;20176;Cauca_López de Micay
Cauca;Mercaderes;25437;Cauca_Mercaderes
Cauca;Miranda;34092;Cauca_Miranda
Cauca;Morales;42419;Cauca_Morales
Cauca;Padilla;10720;Cauca_Padilla
Cauca;Páez;50082;Cauca_Páez
Cauca;Patía;39800;Cauca_Patía
Cauca;Piamonte;9919;Cauca_Piamonte
Cauca;Piendamó - Tunía;44400;Cauca_Piendamó - Tunía
Cauca;Puerto Tejada;45047;Cauca_Puerto Tejada
Cauca;Puracé;18804;Cauca_Puracé
Cauca;Rosas;12393;Cauca_Rosas
Cauca;San Sebastián;11872;Cauca_San Sebastián
Cauca;Santander de Quilichao;119121;Cauca_Santander de Quilichao
Cauca;Santa Rosa;5757;Cauca_Santa Rosa
Cauca;Silvia;40773;Cauca_Silvia
Cauca;Sotará Paispamba;15164;Cauca_Sotará Paispamba
Cauca;Suárez;34402;Cauca_Suárez
Cauca;Sucre;10163;Cauca_Sucre
Cauca;Timbío;38470;Cauca_Timbío
Cauca;Timbiquí;28375;Cauca_Timbiquí
Cauca;Toribío;37962;Cauca_Toribío
Cauca;Totoró;26832;Cauca_Totoró
Cauca;Villa Rica;22360;Cauca_Villa Rica
Cesar;Valledupar;575225;Cesar_Valledupar
Cesar;Aguachica;130258;Cesar_Aguachica
Cesar;Agustín Codazzi;71966;Cesar_Agustín Codazzi
Cesar;Astrea;23636;Cesar_Astrea
Cesar;Becerril;25570;Cesar_Becerril
Cesar;Bosconia;47521;Cesar_Bosconia
Cesar;Chimichagua;40249;Cesar_Chimichagua
Cesar;Chiriguaná;32749;Cesar_Chiriguaná
Cesar;Curumaní;44176;Cesar_Curumaní
Cesar;El Copey;35502;Cesar_El Copey
Cesar;El Paso;44223;Cesar_El Paso
Cesar;Gamarra;17686;Cesar_Gamarra
Cesar;González;4976;Cesar_González
Cesar;La Gloria;20247;Cesar_La Gloria
Cesar;La Jagua de Ibirico;55073;Cesar_La Jagua de Ibirico
Cesar;Manaure Balcón del Cesar;11944;Cesar_Manaure Balcón del Cesar
Cesar;Pailitas;21933;Cesar_Pailitas
Cesar;Pelaya;24516;Cesar_Pelaya
Cesar;Pueblo Bello;31738;Cesar_Pueblo Bello
Cesar;Río de Oro;19859;Cesar_Río de Oro
Cesar;La Paz;32819;Cesar_La Paz
Cesar;San Alberto;31090;Cesar_San Alberto
Cesar;San Diego;22369;Cesar_San Diego
Cesar;San Martín;31503;Cesar_San Martín
Cesar;Tamalameque;18031;Cesar_Tamalameque
Córdoba;Montería;531424;Córdoba_Montería
Córdoba;Ayapel;49553;Córdoba_Ayapel
Córdoba;Buenavista;22969;Córdoba_Buenavista
Córdoba;Canalete;16690;Córdoba_Canalete
Córdoba;Cereté;115013;Córdoba_Cereté
Córdoba;Chimá;19160;Córdoba_Chimá
Córdoba;Chinú;52063;Córdoba_Chinú
Córdoba;Ciénaga de Oro;64223;Córdoba_Ciénaga de Oro
Córdoba;Cotorra;20741;Córdoba_Cotorra
Córdoba;La Apartada;15933;Córdoba_La Apartada
Córdoba;Lorica;119228;Córdoba_Lorica
Córdoba;Los Córdobas;20509;Córdoba_Los Córdobas
Córdoba;Momil;21271;Córdoba_Momil
Córdoba;Montelíbano;87197;Córdoba_Montelíbano
Córdoba;Moñitos;32657;Córdoba_Moñitos
Córdoba;Planeta Rica;69377;Córdoba_Planeta Rica
Córdoba;Pueblo Nuevo;38947;Córdoba_Pueblo Nuevo
Córdoba;Puerto Escondido;25919;Córdoba_Puerto Escondido
Córdoba;Puerto Libertador;45766;Córdoba_Puerto Libertador
Córdoba;Purísima de La Concepción;18734;Córdoba_Purísima de La Concepción
Córdoba;Sahagún;116988;Córdoba_Sahagún
Córdoba;San Andrés Sotavento;51180;Córdoba_San Andrés Sotavento
Córdoba;San Antero;36854;Córdoba_San Antero
Córdoba;San Bernardo del Viento;40391;Córdoba_San Bernardo del Viento
Córdoba;San Carlos;29454;Córdoba_San Carlos
Córdoba;San José de Uré;14830;Córdoba_San José de Uré
Córdoba;San Pelayo;55444;Córdoba_San Pelayo
Córdoba;Tierralta;100610;Córdoba_Tierralta
Córdoba;Tuchín;57361;Córdoba_Tuchín
Córdoba;Valencia;38850;Córdoba_Valencia
Cundinamarca;Agua de Dios;14503;Cundinamarca_Agua de Dios
Cundinamarca;Albán;7978;Cundinamarca_Albán
Cundinamarca;Anapoima;18246;Cundinamarca_Anapoima
Cundinamarca;Anolaima;17043;Cundinamarca_Anolaima
Cundinamarca;Arbeláez;12959;Cundinamarca_Arbeláez
Cundinamarca;Beltrán;2217;Cundinamarca_Beltrán
Cundinamarca;Bituima;3004;Cundinamarca_Bituima
Cundinamarca;Bojacá;12557;Cundinamarca_Bojacá
Cundinamarca;Cabrera;5866;Cundinamarca_Cabrera
Cundinamarca;Cachipay;12348;Cundinamarca_Cachipay
Cundinamarca;Cajicá;104598;Cundinamarca_Cajicá
Cundinamarca;Caparrapí;15244;Cundinamarca_Caparrapí
Cundinamarca;Cáqueza;21147;Cundinamarca_Cáqueza
Cundinamarca;Carmen de Carupa;9285;Cundinamarca_Carmen de Carupa
Cundinamarca;Chaguaní;5111;Cundinamarca_Chaguaní
Cundinamarca;Chía;168167;Cundinamarca_Chía
Cundinamarca;Chipaque;11715;Cundinamarca_Chipaque
Cundinamarca;Choachí;13519;Cundinamarca_Choachí
Cundinamarca;Chocontá;25682;Cundinamarca_Chocontá
Cundinamarca;Cogua;27695;Cundinamarca_Cogua
Cundinamarca;Cota;41477;Cundinamarca_Cota
Cundinamarca;Cucunubá;9477;Cundinamarca_Cucunubá
Cundinamarca;El Colegio;29955;Cundinamarca_El Colegio
Cundinamarca;El Peñón;5665;Cundinamarca_El Peñón
Cundinamarca;El Rosal;26738;Cundinamarca_El Rosal
Cundinamarca;Facatativá;177093;Cundinamarca_Facatativá
Cundinamarca;Fómeque;14841;Cundinamarca_Fómeque
Cundinamarca;Fosca;7068;Cundinamarca_Fosca
Cundinamarca;Funza;118669;Cundinamarca_Funza
Cundinamarca;Fúquene;6002;Cundinamarca_Fúquene
Cundinamarca;Fusagasugá;175589;Cundinamarca_Fusagasugá
Cundinamarca;Gachalá;5279;Cundinamarca_Gachalá
Cundinamarca;Gachancipá;21353;Cundinamarca_Gachancipá
Cundinamarca;Gachetá;10166;Cundinamarca_Gachetá
Cundinamarca;Gama;3773;Cundinamarca_Gama
Cundinamarca;Girardot;127078;Cundinamarca_Girardot
Cundinamarca;Granada;8708;Cundinamarca_Granada
Cundinamarca;Guachetá;16514;Cundinamarca_Guachetá
Cundinamarca;Guaduas;38181;Cundinamarca_Guaduas
Cundinamarca;Guasca;19120;Cundinamarca_Guasca
Cundinamarca;Guataquí;3534;Cundinamarca_Guataquí
Cundinamarca;Guatavita;7840;Cundinamarca_Guatavita
Cundinamarca;Guayabal de Síquima;5516;Cundinamarca_Guayabal de Síquima
Cundinamarca;Guayabetal;7763;Cundinamarca_Guayabetal
Cundinamarca;Gutiérrez;4178;Cundinamarca_Gutiérrez
Cundinamarca;Jerusalén;2741;Cundinamarca_Jerusalén
Cundinamarca;Junín;7057;Cundinamarca_Junín
